r0:	0.0	-0.11989723455389897	1.0000000000000682e-4	-0.11962953219172394	9.999999999722488e-5
r0:	0.004999999999999624	-0.11989723455389897	1.2134449512447162e-4	-0.11962953219172394	1.21237019603724e-4
r0:	0.009999999999999624	-0.11989723455389897	1.4724439746637458e-4	-0.11962953219172394	1.469755620721302e-4
r0:	0.014999999999999625	-0.11989723455389897	1.7867171513854044e-4	-0.11962953219172394	1.7816813111626572e-4
r0:	0.019999999999999626	-0.11989723455389897	2.1680575384315222e-4	-0.11962953219172394	2.1596877516358548e-4
r0:	0.024999999999999627	-0.11989723455389897	2.630772774892651e-4	-0.11962953219172394	2.617759854863726e-4
r0:	0.029999999999999628	-0.11989723455389897	3.192220531513807e-4	-0.11962953219172394	3.17284921625928e-4
r0:	0.03499999999999963	-0.11989723455389897	3.8734576365380733e-4	-0.11962953219172394	3.8455110623212733e-4
r0:	0.039999999999999626	-0.11989723455389897	4.700026850643505e-4	-0.11962953219172394	4.660682791226901e-4
r0:	0.044999999999999624	-0.11989723455389897	5.702910243740141e-4	-0.11962953219172394	5.648638143663129e-4
r0:	0.04999999999999962	-0.11989723455389897	6.919684105160449e-4	-0.11962953219172394	6.846160406174734e-4
r0:	0.05499999999999962	-0.11989723455389897	8.395917479923468e-4	-0.11962953219172394	8.297990473236146e-4
r0:	0.059999999999999616	-0.11989723455389897	0.001018686497619424	-0.11962953219172394	0.001005862222679788
r0:	0.06499999999999961	-0.11989723455389897	0.0012359514666891577	-0.11962953219172394	0.0012194540159139883
r0:	0.06999999999999962	-0.11989723455389897	0.001499506396685085	-0.11962953219172394	0.0014787024788476245
r0:	0.07499999999999962	-0.11989723455389897	0.001819191057540038	-0.11962953219172394	0.001793569349627204
r0:	0.07999999999999963	-0.11989723455389897	0.0022069262201229807	-0.11962953219172394	0.00217630026903995
r0:	0.08499999999999963	-0.11989723455389897	0.002677148807601826	-0.11962953219172394	0.0026420018484461373
r0:	0.08999999999999964	-0.11989723455389897	0.0032473357397470363	-0.11962953219172394	0.0032093877251600446
r0:	0.09499999999999964	-0.11989723455389897	0.003938633488492646	-0.11962953219172394	0.0039017518823328758
r0:	0.09999999999999964	-0.11989723455389897	0.004776613144499834	-0.11962953219172394	0.004748250477096764
r0:	0.10499999999999965	-0.11989723455389897	0.00579217380771934	-0.11962953219172394	0.005785606310551375
r0:	0.10999999999999965	-0.11989723455389897	0.007022620264683233	-0.11962953219172394	0.007060397475920953
r0:	0.11499999999999966	-0.11989723455389897	0.00851294402473007	-0.11962953219172394	0.00863216049500144
r0:	0.11999999999999966	-0.11989723455389897	0.010317339531114036	-0.11962953219172394	0.010577638701708697
r0:	0.12499999999999967	-0.11989723455389897	0.012500989101113268	-0.11962953219172394	0.012996654344371548
r0:	0.12999999999999967	-0.11989723455389897	0.015142149491217073	-0.11962953219172394	0.0160203015420317
r0:	0.13499999999999968	-0.11989723455389897	0.018334609321111514	-0.11962953219172394	0.019822482946083457
r0:	0.13999999999999968	-0.11989723455389897	0.022190421732553905	-0.11962953219172394	0.024636300683083184
r0:	0.14499999999999968	-0.11989723455389897	0.026843165532801205	-0.11962953219172394	0.030777544977005366
r0:	0.1499999999999997	-0.11989723455389897	0.03245150607016001	-0.11962953219172394	0.03867862525850438
